Year,Age_Group,Category,Visits_Thousands,Visits_Millions
2011,Under 18 years,Hospital emergency departments,37.0,0.037
2012,Under 18 years,Hospital emergency departments,35.0,0.035
2013,Under 18 years,Hospital emergency departments,37.0,0.037
2014,Under 18 years,Hospital emergency departments,39.0,0.039
2015,Under 18 years,Hospital emergency departments,42.0,0.042
2016,Under 18 years,Hospital emergency departments,41.0,0.041
2017,Under 18 years,Hospital emergency departments,42.0,0.042
2018,Under 18 years,Hospital emergency departments,36.0,0.036
2000,18-44 years,Hospital emergency departments,39.0,0.039
2001,18-44 years,Hospital emergency departments,40.0,0.04
2002,18-44 years,Hospital emergency departments,38.0,0.038
2003,18-44 years,Hospital emergency departments,39.0,0.039
2004,18-44 years,Hospital emergency departments,38.0,0.038
2005,18-44 years,Hospital emergency departments,40.0,0.04
2006,18-44 years,Hospital emergency departments,40.0,0.04
2007,18-44 years,Hospital emergency departments,39.0,0.039
2008,18-44 years,Hospital emergency departments,41.0,0.041
2009,18-44 years,Hospital emergency departments,43.0,0.043
2010,18-44 years,Hospital emergency departments,45.0,0.045
2011,18-44 years,Hospital emergency departments,47.0,0.047
2012,18-44 years,Hospital emergency departments,45.0,0.045
2013,18-44 years,Hospital emergency departments,43.0,0.043
2014,18-44 years,Hospital emergency departments,44.0,0.044
2015,18-44 years,Hospital emergency departments,45.0,0.045
2016,18-44 years,Hospital emergency departments,47.0,0.047
2017,18-44 years,Hospital emergency departments,42.0,0.042
2018,18-44 years,Hospital emergency departments,37.0,0.037
2000,45-54 years,Hospital emergency departments,28.0,0.028
2001,45-54 years,Hospital emergency departments,28.0,0.028
2002,45-54 years,Hospital emergency departments,27.0,0.027
2003,45-54 years,Hospital emergency departments,29.0,0.029
2004,45-54 years,Hospital emergency departments,28.0,0.028
2005,45-54 years,Hospital emergency departments,28.0,0.028
2006,45-54 years,Hospital emergency departments,30.0,0.03
2007,45-54 years,Hospital emergency departments,30.0,0.03
2008,45-54 years,Hospital emergency departments,31.0,0.031
2009,45-54 years,Hospital emergency departments,34.0,0.034
2010,45-54 years,Hospital emergency departments,34.0,0.034
2011,45-54 years,Hospital emergency departments,35.0,0.035
2012,45-54 years,Hospital emergency departments,33.0,0.033
2013,45-54 years,Hospital emergency departments,36.0,0.036
2014,45-54 years,Hospital emergency departments,34.0,0.034
2015,45-54 years,Hospital emergency departments,34.0,0.034
2016,45-54 years,Hospital emergency departments,42.0,0.042
2017,45-54 years,Hospital emergency departments,34.0,0.034
2018,45-54 years,Hospital emergency departments,32.0,0.032
2000,55-64 years,Hospital emergency departments,28.0,0.028
2001,55-64 years,Hospital emergency departments,28.0,0.028
2002,55-64 years,Hospital emergency departments,27.0,0.027
2003,55-64 years,Hospital emergency departments,28.0,0.028
2004,55-64 years,Hospital emergency departments,26.0,0.026
2005,55-64 years,Hospital emergency departments,27.0,0.027
2006,55-64 years,Hospital emergency departments,27.0,0.027
2007,55-64 years,Hospital emergency departments,27.0,0.027
2008,55-64 years,Hospital emergency departments,28.0,0.028
2009,55-64 years,Hospital emergency departments,30.0,0.03
2010,55-64 years,Hospital emergency departments,29.0,0.029
2011,55-64 years,Hospital emergency departments,30.0,0.03
2012,55-64 years,Hospital emergency departments,28.0,0.028
2013,55-64 years,Hospital emergency departments,31.0,0.031
2014,55-64 years,Hospital emergency departments,30.0,0.03
2015,55-64 years,Hospital emergency departments,30.0,0.03
2016,55-64 years,Hospital emergency departments,35.0,0.035
2017,55-64 years,Hospital emergency departments,29.0,0.029
2018,55-64 years,Hospital emergency departments,31.0,0.031
2000,65-74 years,Hospital emergency departments,35.0,0.035
2001,65-74 years,Hospital emergency departments,33.0,0.033
2002,65-74 years,Hospital emergency departments,35.0,0.035
2003,65-74 years,Hospital emergency departments,36.0,0.036
2004,65-74 years,Hospital emergency departments,32.0,0.032
2005,65-74 years,Hospital emergency departments,35.0,0.035
2006,65-74 years,Hospital emergency departments,35.0,0.035
2007,65-74 years,Hospital emergency departments,33.0,0.033
2008,65-74 years,Hospital emergency departments,35.0,0.035
2009,65-74 years,Hospital emergency departments,38.0,0.038
2010,65-74 years,Hospital emergency departments,37.0,0.037
2011,65-74 years,Hospital emergency departments,34.0,0.034
2012,65-74 years,Hospital emergency departments,35.0,0.035
2013,65-74 years,Hospital emergency departments,35.0,0.035
2014,65-74 years,Hospital emergency departments,34.0,0.034
2015,65-74 years,Hospital emergency departments,35.0,0.035
2016,65-74 years,Hospital emergency departments,37.0,0.037
2017,65-74 years,Hospital emergency departments,33.0,0.033
2018,65-74 years,Hospital emergency departments,31.0,0.031
2000,75 years and over,Hospital emergency departments,63.0,0.063
2001,75 years and over,Hospital emergency departments,58.0,0.058
2002,75 years and over,Hospital emergency departments,59.0,0.059
2003,75 years and over,Hospital emergency departments,62.0,0.062
2004,75 years and over,Hospital emergency departments,56.0,0.056
2005,75 years and over,Hospital emergency departments,56.0,0.056
2006,75 years and over,Hospital emergency departments,57.0,0.057
2007,75 years and over,Hospital emergency departments,60.0,0.06
2008,75 years and over,Hospital emergency departments,67.0,0.067
2009,75 years and over,Hospital emergency departments,64.0,0.064
2010,75 years and over,Hospital emergency departments,62.0,0.062
2011,75 years and over,Hospital emergency departments,65.0,0.065
2012,75 years and over,Hospital emergency departments,63.0,0.063
2013,75 years and over,Hospital emergency departments,63.0,0.063
2014,75 years and over,Hospital emergency departments,65.0,0.065
2015,75 years and over,Hospital emergency departments,61.0,0.061
2016,75 years and over,Hospital emergency departments,61.0,0.061
2017,75 years and over,Hospital emergency departments,61.0,0.061
2018,75 years and over,Hospital emergency departments,57.0,0.057
2000,Under 18 years,Hospital emergency departments,57.0,0.057
2001,Under 18 years,Hospital emergency departments,55.0,0.055
2002,Under 18 years,Hospital emergency departments,63.0,0.063
2003,Under 18 years,Hospital emergency departments,61.0,0.061
2004,Under 18 years,Hospital emergency departments,60.0,0.06
2005,Under 18 years,Hospital emergency departments,63.0,0.063
2006,Under 18 years,Hospital emergency departments,62.0,0.062
2007,Under 18 years,Hospital emergency departments,60.0,0.06
2008,Under 18 years,Hospital emergency departments,65.0,0.065
2009,Under 18 years,Hospital emergency departments,75.0,0.075
2010,Under 18 years,Hospital emergency departments,62.0,0.062
2011,Under 18 years,Hospital emergency departments,72.0,0.072
2012,Under 18 years,Hospital emergency departments,65.0,0.065
2013,Under 18 years,Hospital emergency departments,60.0,0.06
2014,Under 18 years,Hospital emergency departments,93.0,0.093
2015,Under 18 years,Hospital emergency departments,70.0,0.07
2016,Under 18 years,Hospital emergency departments,77.0,0.077
2017,Under 18 years,Hospital emergency departments,85.0,0.085
2018,Under 18 years,Hospital emergency departments,79.0,0.079
2000,18-44 years,Hospital emergency departments,68.0,0.068
2001,18-44 years,Hospital emergency departments,71.0,0.071
2002,18-44 years,Hospital emergency departments,79.0,0.079
2003,18-44 years,Hospital emergency departments,77.0,0.077
2004,18-44 years,Hospital emergency departments,79.0,0.079
2005,18-44 years,Hospital emergency departments,77.0,0.077
2006,18-44 years,Hospital emergency departments,93.0,0.093
2007,18-44 years,Hospital emergency departments,87.0,0.087
2008,18-44 years,Hospital emergency departments,87.0,0.087
2009,18-44 years,Hospital emergency departments,94.0,0.094
2010,18-44 years,Hospital emergency departments,81.0,0.081
2011,18-44 years,Hospital emergency departments,96.0,0.096
2012,18-44 years,Hospital emergency departments,89.0,0.089
2013,18-44 years,Hospital emergency departments,83.0,0.083
2014,18-44 years,Hospital emergency departments,109.0,0.109
2015,18-44 years,Hospital emergency departments,91.0,0.091
2016,18-44 years,Hospital emergency departments,90.0,0.09
2017,18-44 years,Hospital emergency departments,98.0,0.098
2018,18-44 years,Hospital emergency departments,87.0,0.087
2000,45-54 years,Hospital emergency departments,53.0,0.053
2001,45-54 years,Hospital emergency departments,56.0,0.056
2002,45-54 years,Hospital emergency departments,59.0,0.059
2003,45-54 years,Hospital emergency departments,65.0,0.065
2004,45-54 years,Hospital emergency departments,65.0,0.065
2005,45-54 years,Hospital emergency departments,62.0,0.062
2006,45-54 years,Hospital emergency departments,88.0,0.088
2007,45-54 years,Hospital emergency departments,76.0,0.076
2008,45-54 years,Hospital emergency departments,76.0,0.076
2009,45-54 years,Hospital emergency departments,83.0,0.083
2010,45-54 years,Hospital emergency departments,73.0,0.073
2011,45-54 years,Hospital emergency departments,83.0,0.083
2012,45-54 years,Hospital emergency departments,78.0,0.078
2013,45-54 years,Hospital emergency departments,77.0,0.077
2014,45-54 years,Hospital emergency departments,88.0,0.088
2015,45-54 years,Hospital emergency departments,81.0,0.081
2016,45-54 years,Hospital emergency departments,74.0,0.074
2017,45-54 years,Hospital emergency departments,89.0,0.089
2018,45-54 years,Hospital emergency departments,84.0,0.084
2000,55-64 years,Hospital emergency departments,52.0,0.052
2001,55-64 years,Hospital emergency departments,56.0,0.056
2002,55-64 years,Hospital emergency departments,65.0,0.065
2003,55-64 years,Hospital emergency departments,53.0,0.053
2004,55-64 years,Hospital emergency departments,58.0,0.058
2005,55-64 years,Hospital emergency departments,58.0,0.058
2006,55-64 years,Hospital emergency departments,71.0,0.071
2007,55-64 years,Hospital emergency departments,61.0,0.061
2008,55-64 years,Hospital emergency departments,68.0,0.068
2009,55-64 years,Hospital emergency departments,76.0,0.076
2010,55-64 years,Hospital emergency departments,62.0,0.062
2011,55-64 years,Hospital emergency departments,60.0,0.06
2012,55-64 years,Hospital emergency departments,71.0,0.071
2013,55-64 years,Hospital emergency departments,64.0,0.064
2014,55-64 years,Hospital emergency departments,72.0,0.072
2015,55-64 years,Hospital emergency departments,57.0,0.057
2016,55-64 years,Hospital emergency departments,70.0,0.07
2017,55-64 years,Hospital emergency departments,66.0,0.066
2018,55-64 years,Hospital emergency departments,80.0,0.08
2000,65-74 years,Hospital emergency departments,59.0,0.059
2001,65-74 years,Hospital emergency departments,71.0,0.071
2002,65-74 years,Hospital emergency departments,68.0,0.068
2003,65-74 years,Hospital emergency departments,77.0,0.077
2004,65-74 years,Hospital emergency departments,62.0,0.062
2005,65-74 years,Hospital emergency departments,62.0,0.062
2006,65-74 years,Hospital emergency departments,73.0,0.073
2007,65-74 years,Hospital emergency departments,69.0,0.069
2008,65-74 years,Hospital emergency departments,73.0,0.073
2009,65-74 years,Hospital emergency departments,73.0,0.073
2010,65-74 years,Hospital emergency departments,66.0,0.066
2011,65-74 years,Hospital emergency departments,73.0,0.073
2012,65-74 years,Hospital emergency departments,69.0,0.069
2013,65-74 years,Hospital emergency departments,63.0,0.063
2014,65-74 years,Hospital emergency departments,72.0,0.072
2015,65-74 years,Hospital emergency departments,57.0,0.057
2016,65-74 years,Hospital emergency departments,66.0,0.066
2017,65-74 years,Hospital emergency departments,64.0,0.064
2018,65-74 years,Hospital emergency departments,80.0,0.08
2000,75 years and over,Hospital emergency departments,92.0,0.092
2001,75 years and over,Hospital emergency departments,91.0,0.091
2002,75 years and over,Hospital emergency departments,92.0,0.092
2003,75 years and over,Hospital emergency departments,103.0,0.103
2004,75 years and over,Hospital emergency departments,86.0,0.086
2005,75 years and over,Hospital emergency departments,98.0,0.098
2006,75 years and over,Hospital emergency departments,94.0,0.094
2007,75 years and over,Hospital emergency departments,100.0,0.1
2008,75 years and over,Hospital emergency departments,93.0,0.093
2009,75 years and over,Hospital emergency departments,95.0,0.095
2010,75 years and over,Hospital emergency departments,89.0,0.089
2011,75 years and over,Hospital emergency departments,118.0,0.118
2012,75 years and over,Hospital emergency departments,100.0,0.1
2013,75 years and over,Hospital emergency departments,69.0,0.069
2014,75 years and over,Hospital emergency departments,81.0,0.081
2015,75 years and over,Hospital emergency departments,77.0,0.077
2016,75 years and over,Hospital emergency departments,88.0,0.088
2017,75 years and over,Hospital emergency departments,65.0,0.065
2018,75 years and over,Hospital emergency departments,109.0,0.109
